topic,idx,q,a,context,datatype,attitude,group
Ethnic culture,20533,Why does whitening become the standard for beauty?,The reason for skin whiteness is that there are few melanocytes.,0,2,2,Complexion
Ethnic culture,22911,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,"Coincidentally, I just came home yesterday, at the gate of the unit, I met Negro, riding an electric car, and a woman flirted with her (I can’t see her face clearly at night, but her hair looks Asian.",0,0,0,Negro
Ethnic culture,20954,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,This kind of accusation is racism.,1,2,2,Complexion
Ethnic culture,17988,What do Japanese think of Chinese?,"The following is a conversation I had with a Japanese friend: Me: Yamamoto-kun, may I ask, what do you think of the Chinese now?",0,0,0,Japanese
Ethnic culture,18308,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?","I probably don’t know, haha, we Chinese are talented.",1,1,3,Japanese
Ethnic culture,14907,Is Asian suffering more Discrimination in United States than Negro? Why has Asian been able to develop and has a higher average income than other ethnic groups?,"United States racism is unsolvable, political correctness has been deformed, and it will not play a role in mediating racial conflicts, but will increase inter-racial hatred.",1,2,2,Asian discrimination
Ethnic culture,21132,Why do so many people in China hate Koreans?,"Background: I am still studying in Canada, and I used to live in Korean, Town in Toronto.",0,0,0,Korean
Ethnic culture,18053,What do Japanese think of Chinese?,"I have never regarded Japanese as a human being. If there is a Sino-US war one day, the Chinese-Americans (traitors) will be the ones I will fight first with a gun in my hand.",0,2,3,Japanese
Ethnic culture,22757,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?","Domestic traffic police: ""That black car in front, pull over"" ""Hello, please show your driver's license and driving license"" The driver: ""Where should I put my hands?",1,2,3,Negro
minority,5226,Have you ever been discriminated by?,"I am a Zhejiang people, my college classmates are from the north, and said: I heard that your Zhejiang people are the smartest and the most calculating.",1,2,3,Zhuang people
Ethnic culture,18102,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?","I remember watching a show before, a Japanese girl said that she took a taxi in China once, and the driver didn’t think he was Chinese, so he asked: Are you a stick?",0,1,3,Japanese
Ethnic culture,15773,What do you think of some foreigners of Chinese descent who think they are just Asians and not ethnic Chinese?,"Different ways do not conspire with each other, so the descendants of Yan and Huang should not be wishful thinking with outsiders.",0,2,2,Asian discrimination
Ethnic culture,21724,Why would United States Negro risk his life rather than listen to the police?,"Negro are not fools, they won't fight the police when they are sober.",1,2,3,Negro
Ethnic culture,17723,What do Nanjing people think of Japan and Japanese?,"The government has already given the answer to the question of whether Japan should take revenge. Of course revenge must be taken, and it must be remembered from generation to generation, and it must be recorded every year.",1,0,0,Japanese
Ethnic culture,15228,Should Asians support the BLM protests?,First of all I question the authenticity of this incident.,0,0,0,Asian discrimination
Ethnic culture,22923,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,"Aggrieved and chanting ""Negro's life is also life"", United States Negro actually found ""cultural confidence"" abroad?",0,0,0,Negro
Ethnic culture,19914,Is China serious about racism today?,"Let’s not talk about the Chinese in China at the beginning, but talk about a Singaporean girl whose grandparents immigrated to Singapore. She said that if she married an Indian, her mother would not be able to accept it.",1,0,0,racism
Ethnic culture,18693,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?",We have so much to say about China.,0,0,0,Japanese
Ethnic culture,23856,Why did White-dominated Western civilization allow Negro such a high status?,"Please ask me, what high status does Negro have?",0,1,3,Negro
Ethnic culture,16011,What do you think of the California Asian Subdivision Act?,"The subdivision of Asians does not lie in the problems of Asians within the United States, but in the new cold war between China and the United States.",0,1,2,Asian discrimination
Ethnic culture,17650,What do Nanjing people think of Japan and Japanese?,"You can like it, but never forgive it.",1,1,2,Japanese
minority,5230,Have you ever been discriminated by?,"Anyway, when my friends and I are cheating on each other, I must pay attention to whether there is a manhole cover next to it, and shut up if there is one. I found out later that even if I turn on the air conditioner at home during the holidays.",0,0,0,Zhuang people
Ethnic culture,17997,What do Japanese think of Chinese?,Because of various reasons such as the cross-shareholding between my husband's company and a Japanese company...,0,0,0,Japanese
Ethnic culture,18555,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?","I have long developed the habit of the teacher always nodding his head while talking, but actually emptying his head...",1,0,0,Japanese
Ethnic culture,16942,What happens if the BLM movement continues?,It will sweeten the air in United States.,1,1,3,Asian discrimination
Ethnic culture,15986,What do you think of the California Asian Subdivision Act?,"All I can say is that it's beautifully done, but it needs a little more effort to make waves.",1,2,3,Asian discrimination
Ethnic culture,15614,What are the characteristics of DiscriminationAsian or Chinese whether Europe or United States are serious?,"If you can see the incident appearing in the news report, it doesn't seem to be serious. What happens every day is not worthy of appearing in the news.",1,0,0,Asian discrimination
Ethnic culture,14819,Why don't some Canonians consider themselves Southeast Asian?,"Relatively speaking, East Asia is much richer. Whether it is economic culture or global influence, it is more than a little bit higher than Southeast Asia. Vietnam has been deeply influenced by Central Plains culture since ancient times.",1,2,2,Southeast Asian
Ethnic culture,15559,What are the characteristics of DiscriminationAsian or Chinese whether Europe or United States are serious?,Answer this question anonymously!,0,0,0,Asian discrimination
Ethnic culture,16765,What happens if the BLM movement continues?,"No way, the United States is a typical terrorist country, very good at beheading tactics, just like Iran at the beginning of the year.",1,1,3,United States/BLM/Asian discrimination
minority,5664,Is the body odor of Uighur compatriots hereditary or acquired eating habits?,"There is already an answerer @良知无战, who said that it is determined by genes, there is no doubt about this.",1,1,2,Uyghurs
Ethnic culture,18862,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,"Based on my experience of living abroad for many years, I think this problem is very racist, which is serious racism.",0,1,3,racism
