topic,idx,q,a,context,datatype,attitude,group
region,2586,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","3 Zhihu is not the same? Some of the problems are that the black northeast is black, and I think this may be a premeditated act of splitting by foreign spy forces.",1,2,3,Northeasterners/Northeasterners
region,393,How serious is Region discrimination in Shanghai?,"Frozen three feet, not a day's cold.",1,1,2,Shanghainese
region,926,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","Write two things that deeply impressed the locals in Shanghai (there is no black region,).",0,1,2,Shanghainese
region,4701,Is Region discrimination serious in Zhejiang?,People from other provinces have a positive impression of Zhejiang people. They are rich and smart.,0,1,1,Zhejiang people
region,786,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","In 2004, when there was no smartphone, no 4G network, and no Baidu map, I took a bus from Xinzhuang to Pudong Huamu.",0,0,0,Shanghainese
region,3918,Why do most Zhejiang people marry only people from the province?,"To tell the truth, the concept instilled between families and neighbors is rude. Northeasterners are rude, Anhui, Henan and Guizhou are poor and stealthy, Sichuan and Chongqing are chaotic. Zhejiang people still like coastal cities.",1,2,3,Zhejiang people
region,1490,I would like to know what you guys think of Shanghainese?,Isn't Shanghainese human? Compared with Henan people Cantonese people have more hands and feet or lack of arms?,0,1,3,Shanghainese
region,3229,Why has the reputation of Henan people suddenly improved in the past year?,"It doesn't count. I feel that after joining the list of being subjected to Region discrimination from Shandong, the intensity began to decrease.",1,2,2,Henan people
region,5072,How does Chaoshan people feel to you?,The first impression of Chaoshan people is that they are diligent and eager to learn.,0,1,1,Chaoshan people
region,2763,How to get along with Northeasterners on the Internet?,"Easy to get along with, Northeasterners are fine.",0,1,1,Northeasterners
region,2061,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","I remember watching TV when I was a child and introducing a certain person to other provinces to do technical support. When I introduced this person, I said that he was from the ""metropolis of Shenyang"", which was very disdainful at the time.",0,0,0,Northeasterners
region,2784,Have you ever experienced Region discrimination firsthand?,The Northeast should not be called Region discrimination.,0,2,2,Region discrimination
region,4159,Will Zhejiang fall to the second echelon in the near future?,"I feel nothing. What are you talking about in Zhejiang and Jiangsu, aren't everyone Chinese?",1,2,2,Zhejiang people
region,1547,Are Northeasterners a good mix in the South?,"It's a mess, don't look at the Internet and say that, in reality, the quality of southerners is not that low, and the people in the Tiantian region on the Internet are basically people from the bottom of the society or the unscrupulous media.",1,1,2,Northeasterners
region,4293,Will Zhejiang fall to the second echelon in the near future?,"Without such a feeling, Zhejiang has always been developing well.",0,1,1,Zhejiang people
region,2755,How to get along with Northeasterners on the Internet?,"Actually, it's pretty simple. Some habits of Northeasterners are unacceptable.",0,2,2,Northeasterners
region,3724,Where is the worst place in China to be hacked by Region discrimination?,"How many provinces in the country have idioms that have been passed down for thousands of years and entered textbooks such as ""Qianqi's skills are poor"" and ""Yelang is arrogant""?",1,2,3,Zhejiang people
region,3051,What do you think of Region discrimination or region bias?,How is the region image formed?,0,2,2,Region discrimination
region,3557,"Speaking of Henan people, what was your first impression?","He studied in Zhengzhou, Henan Province for five years, three years as a junior college student, and two years as an undergraduate student.",0,0,0,Henan people
region,4880,What is everyone's impression of Chaoshan people?,"Coordinated in Guangzhou, the third and third generations of Guangzhou people, I have not seen many control groups, and I am not interested in getting a comprehensive understanding of Chaozhou people.",0,0,0,Chaoshan people
region,4639,Is Region discrimination serious in Zhejiang?,"While saying that Shanghainese discriminates against them, they discriminate against us northerners...",1,2,3,Zhejiang people
region,8,Is it normal for Shanghainese to have five million in the family?,It depends on whether it is five million deposits or five million assets.,0,0,0,Shanghainese
region,2500,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","I only care about one question, is it true that the Northeast is a place where bureaucracy explodes, and if not, please explain this point clearly to all Northeastern friends with positive examples.",0,1,3,Northeasterners
region,1331,What should I pay attention to when working with Shanghainese?,"Analogy to the United States, it is common sense that Black Lives Matter is more expensive under the equal rights of Black, Lives and Matter.",1,2,2,Shanghainese
region,3455,"I don't know why there are always many people scolding Henan people, what the hell did Henan people mess with you? Do Henan people have a grudge against you?","Moral adrenaline is high, when it comes to superficial social morality, but when it comes to responsibility, complexity, power and obligation.",1,0,0,Henan people
region,2246,What do you think of Northeasterners?,The proportion of maliciousness to Northeasterners in this question is surprisingly high.,1,2,3,Northeasterners
region,1328,What should I pay attention to when working with Shanghainese?,"From my own circle of life, I don't like most Shanghainese.",0,1,3,Shanghainese
region,2518,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","Quite normal. A few days ago, a good friend from Henan complained about Quanzhihu and started hacking Northeast China, he smiled and said, ""We in Henan have long been used to this.",1,2,2,Northeasterners
region,1915,Are Northeasterners really that grumpy?,"I think there is, there is, it is really violent, of course, in contrast to most of the South.",1,1,3,Northeasterners
